Financial Year,Agriculture & Allied Services (in Rs. Cr.) at 2004-05 Prices,Agriculture (in Rs. Cr.) at 2004-05 Prices,Industry (in Rs. Cr.) at 2004-05 Prices,Mining and Quarrying (in Rs. Cr.) at 2004-05 Prices,Manufacturing (in Rs. Cr.) at 2004-05 Prices,Services (in Rs. Cr.) at 2004-05 Prices
1951-52,147216.0,118877.0,47768.0,5772.0,25889.0,84799.0
1951-52,147308.86,118975.9,47767.42,5774.66,25907.0,84851.78
1951-52,147401.72,119074.8,47766.84,5777.32,25925.0,84904.56
1951-52,147494.58,119173.7,47766.26,5779.98,25943.0,84957.34
1951-52,147587.44,119272.6,47765.68,5782.64,25961.0,85010.12
1951-52,147680.3,119371.5,47765.1,5785.3,25979.0,85062.9
1951-52,147773.16,119470.4,47764.52,5787.96,25997.0,85115.68
1951-52,147866.02,119569.3,47763.94,5790.62,26015.0,85168.46
1951-52,147958.88,119668.2,47763.36,5793.28,26033.0,85221.24
1951-52,148051.74,119767.1,47762.78,5795.94,26051.0,85274.02
1951-52,148144.6,119866.0,47762.2,5798.6,26069.0,85326.8
1951-52,148237.46,119964.9,47761.62,5801.26,26087.0,85379.58
1951-52,148330.32,120063.8,47761.04,5803.92,26105.0,85432.36
1951-52,148423.18,120162.7,47760.46,5806.58,26123.0,85485.14
1951-52,148516.04,120261.6,47759.88,5809.24,26141.0,85537.92
1951-52,148608.9,120360.5,47759.3,5811.9,26159.0,85590.7
1951-52,148701.76,120459.4,47758.72,5814.56,26177.0,85643.48
1951-52,148794.62,120558.3,47758.14,5817.22,26195.0,85696.26
1951-52,148887.48,120657.2,47757.56,5819.88,26213.0,85749.04
1951-52,148980.34,120756.1,47756.98,5822.54,26231.0,85801.82
1951-52,149073.2,120855.0,47756.4,5825.2,26249.0,85854.6
1951-52,149166.06,120953.9,47755.82,5827.86,26267.0,85907.38
1951-52,149258.92,121052.8,47755.24,5830.52,26285.0,85960.16
1951-52,149351.78,121151.7,47754.66,5833.18,26303.0,86012.94
1951-52,149444.64,121250.6,47754.08,5835.84,26321.0,86065.72
1951-52,149537.5,121349.5,47753.5,5838.5,26339.0,86118.5
1951-52,149630.36,121448.4,47752.92,5841.16,26357.0,86171.28
1951-52,149723.22,121547.3,47752.34,5843.82,26375.0,86224.06
1951-52,149816.08,121646.2,47751.76,5846.48,26393.0,86276.84
1951-52,149908.94,121745.1,47751.18,5849.14,26411.0,86329.62
1951-52,150001.8,121844.0,47750.6,5851.8,26429.0,86382.4
1951-52,150094.66,121942.9,47750.02,5854.46,26447.0,86435.18
1951-52,150187.52,122041.8,47749.44,5857.12,26465.0,86487.96
1951-52,150280.38,122140.7,47748.86,5859.78,26483.0,86540.74
1951-52,150373.24,122239.6,47748.28,5862.44,26501.0,86593.52
1951-52,150466.1,122338.5,47747.7,5865.1,26519.0,86646.3
1951-52,150558.96,122437.4,47747.12,5867.76,26537.0,86699.08
1951-52,150651.82,122536.3,47746.54,5870.42,26555.0,86751.86
1951-52,150744.68,122635.2,47745.96,5873.08,26573.0,86804.64
1951-52,150837.54,122734.1,47745.38,5875.74,26591.0,86857.42
1951-52,150930.4,122833.0,47744.8,5878.4,26609.0,86910.2
1951-52,151023.26,122931.9,47744.22,5881.06,26627.0,86962.98
1951-52,151116.12,123030.8,47743.64,5883.72,26645.0,87015.76
1951-52,151208.98,123129.7,47743.06,5886.38,26663.0,87068.54
1951-52,151301.84,123228.6,47742.48,5889.04,26681.0,87121.32
1951-52,151394.7,123327.5,47741.9,5891.7,26699.0,87174.1
1951-52,151487.56,123426.4,47741.32,5894.36,26717.0,87226.88
1951-52,151580.42,123525.3,47740.74,5897.02,26735.0,87279.66
1951-52,151673.28,123624.2,47740.16,5899.68,26753.0,87332.44
1951-52,151766.14,123723.1,47739.58,5902.34,26771.0,87385.22
1952-53,151859.0,123822.0,47739.0,5905.0,26789.0,87438.0
1952-53,151859.0,123822.0,47739.0,5905.0,26789.0,87438.0
1952-53,152092.88,124044.72,47792.4,5906.76,26830.48,87488.04
1952-53,152326.76,124267.44,47845.8,5908.52,26871.96,87538.08
1952-53,152560.64,124490.16,47899.2,5910.28,26913.44,87588.12
1952-53,152794.52,124712.88,47952.6,5912.04,26954.92,87638.16
1952-53,153028.4,124935.6,48006.0,5913.8,26996.4,87688.2
1952-53,153262.28,125158.32,48059.4,5915.56,27037.88,87738.24
1952-53,153496.16,125381.04,48112.8,5917.32,27079.36,87788.28
1952-53,153730.04,125603.76,48166.2,5919.08,27120.84,87838.32
1952-53,153963.92,125826.48,48219.6,5920.84,27162.32,87888.36
1952-53,154197.8,126049.2,48273.0,5922.6,27203.8,87938.4
1952-53,154431.68,126271.92,48326.4,5924.36,27245.28,87988.44
1952-53,154665.56,126494.64,48379.8,5926.12,27286.76,88038.48
1952-53,154899.44,126717.36,48433.2,5927.88,27328.24,88088.52
1952-53,155133.32,126940.08,48486.6,5929.64,27369.72,88138.56
1952-53,155367.2,127162.8,48540.0,5931.4,27411.2,88188.6
1952-53,155601.08,127385.52,48593.4,5933.16,27452.68,88238.64
1952-53,155834.96,127608.24,48646.8,5934.92,27494.16,88288.68
1952-53,156068.84,127830.96,48700.2,5936.68,27535.64,88338.72
1952-53,156302.72,128053.68,48753.6,5938.44,27577.12,88388.76
1952-53,156536.6,128276.4,48807.0,5940.2,27618.6,88438.8
1952-53,156770.48,128499.12,48860.4,5941.96,27660.08,88488.84
1952-53,157004.36,128721.84,48913.8,5943.72,27701.56,88538.88
1952-53,157238.24,128944.56,48967.2,5945.48,27743.04,88588.92
1952-53,157472.12,129167.28,49020.6,5947.24,27784.52,88638.96
1952-53,157706.0,129390.0,49074.0,5949.0,27826.0,88689.0
1952-53,157939.88,129612.72,49127.4,5950.76,27867.48,88739.04
1952-53,158173.76,129835.44,49180.8,5952.52,27908.96,88789.08
1952-53,158407.64,130058.16,49234.2,5954.28,27950.44,88839.12
1952-53,158641.52,130280.88,49287.6,5956.04,27991.92,88889.16
1952-53,158875.4,130503.6,49341.0,5957.8,28033.4,88939.2
1952-53,159109.28,130726.32,49394.4,5959.56,28074.88,88989.24
1952-53,159343.16,130949.04,49447.8,5961.32,28116.36,89039.28
1952-53,159577.04,131171.76,49501.2,5963.08,28157.84,89089.32
1952-53,159810.92,131394.48,49554.6,5964.84,28199.32,89139.36
1952-53,160044.8,131617.2,49608.0,5966.6,28240.8,89189.4
1952-53,160278.68,131839.92,49661.4,5968.36,28282.28,89239.44
1952-53,160512.56,132062.64,49714.8,5970.12,28323.76,89289.48
1952-53,160746.44,132285.36,49768.2,5971.88,28365.239999999998,89339.52
1952-53,160980.32,132508.08,49821.6,5973.64,28406.72,89389.56
1952-53,161214.2,132730.8,49875.0,5975.4,28448.2,89439.6
1952-53,161448.08,132953.52,49928.4,5977.16,28489.68,89489.64
1952-53,161681.96,133176.24,49981.8,5978.92,28531.16,89539.68
1952-53,161915.84,133398.96,50035.2,5980.68,28572.64,89589.72
1952-53,162149.72,133621.68,50088.6,5982.44,28614.12,89639.76
1952-53,162383.6,133844.4,50142.0,5984.2,28655.6,89689.8
1952-53,162617.48,134067.12,50195.4,5985.96,28697.08,89739.84
1952-53,162851.36,134289.84,50248.8,5987.72,28738.56,89789.88
1952-53,163085.24,134512.56,50302.2,5989.48,28780.04,89839.92
1952-53,163319.12,134735.28,50355.6,5991.24,28821.52,89889.96
1953-54,163553.0,134958.0,50409.0,5993.0,28863.0,89940.0
1953-54,163553.0,134958.0,50409.0,5993.0,28863.0,89940.0
1953-54,163649.16,135033.46,50492.3,5998.14,28903.44,90024.64
1953-54,163745.32,135108.92,50575.6,6003.28,28943.88,90109.28
1953-54,163841.48,135184.38,50658.9,6008.42,28984.32,90193.92
1953-54,163937.64,135259.84,50742.2,6013.56,29024.76,90278.56
1953-54,164033.8,135335.3,50825.5,6018.7,29065.2,90363.2
1953-54,164129.96,135410.76,50908.8,6023.84,29105.64,90447.84
1953-54,164226.12,135486.22,50992.1,6028.98,29146.08,90532.48
1953-54,164322.28,135561.68,51075.4,6034.12,29186.52,90617.12
1953-54,164418.44,135637.14,51158.7,6039.26,29226.96,90701.76
1953-54,164514.6,135712.6,51242.0,6044.4,29267.4,90786.4
1953-54,164610.76,135788.06,51325.3,6049.54,29307.84,90871.04
1953-54,164706.92,135863.52,51408.6,6054.68,29348.28,90955.68
1953-54,164803.08,135938.98,51491.9,6059.82,29388.72,91040.32
1953-54,164899.24,136014.44,51575.2,6064.96,29429.16,91124.96
1953-54,164995.4,136089.9,51658.5,6070.1,29469.6,91209.6
1953-54,165091.56,136165.36,51741.8,6075.24,29510.04,91294.24
1953-54,165187.72,136240.82,51825.1,6080.38,29550.48,91378.88
1953-54,165283.88,136316.28,51908.4,6085.52,29590.92,91463.52
1953-54,165380.04,136391.74,51991.7,6090.66,29631.36,91548.16
1953-54,165476.2,136467.2,52075.0,6095.8,29671.8,91632.8
1953-54,165572.36,136542.66,52158.3,6100.94,29712.24,91717.44
1953-54,165668.52,136618.12,52241.6,6106.08,29752.68,91802.08
1953-54,165764.68,136693.58,52324.9,6111.22,29793.12,91886.72
1953-54,165860.84,136769.04,52408.2,6116.36,29833.56,91971.36
1953-54,165957.0,136844.5,52491.5,6121.5,29874.0,92056.0
1953-54,166053.16,136919.96,52574.8,6126.64,29914.44,92140.64
1953-54,166149.32,136995.42,52658.1,6131.78,29954.88,92225.28
1953-54,166245.48,137070.88,52741.4,6136.92,29995.32,92309.92
1953-54,166341.64,137146.34,52824.7,6142.06,30035.76,92394.56
1953-54,166437.8,137221.8,52908.0,6147.2,30076.2,92479.2
1953-54,166533.96,137297.26,52991.3,6152.34,30116.64,92563.84
1953-54,166630.12,137372.72,53074.6,6157.48,30157.08,92648.48
1953-54,166726.28,137448.18,53157.9,6162.62,30197.52,92733.12
1953-54,166822.44,137523.64,53241.2,6167.76,30237.96,92817.76
1953-54,166918.6,137599.1,53324.5,6172.9,30278.4,92902.4
1953-54,167014.76,137674.56,53407.8,6178.04,30318.84,92987.04
1953-54,167110.92,137750.02,53491.1,6183.18,30359.28,93071.68
1953-54,167207.08,137825.48,53574.4,6188.32,30399.72,93156.32
1953-54,167303.24,137900.94,53657.7,6193.46,30440.16,93240.96
1953-54,167399.4,137976.4,53741.0,6198.6,30480.6,93325.6
1953-54,167495.56,138051.86,53824.3,6203.74,30521.04,93410.24
1953-54,167591.72,138127.32,53907.6,6208.88,30561.48,93494.88
1953-54,167687.88,138202.78,53990.9,6214.02,30601.92,93579.52
1953-54,167784.04,138278.24,54074.2,6219.16,30642.36,93664.16
1953-54,167880.2,138353.7,54157.5,6224.3,30682.8,93748.8
1953-54,167976.36,138429.16,54240.8,6229.44,30723.239999999998,93833.44
1953-54,168072.52,138504.62,54324.1,6234.58,30763.68,93918.08
1953-54,168168.68,138580.08,54407.4,6239.72,30804.12,94002.72
1953-54,168264.84,138655.54,54490.7,6244.86,30844.56,94087.36
1954-55,168361.0,138731.0,54574.0,6250.0,30885.0,94172.0
1954-55,168361.0,138731.0,54574.0,6250.0,30885.0,94172.0
1954-55,168331.9,138689.96,54688.74,6251.96,30933.38,94265.46
1954-55,168302.8,138648.92,54803.48,6253.92,30981.76,94358.92
1954-55,168273.7,138607.88,54918.22,6255.88,31030.14,94452.38
1954-55,168244.6,138566.84,55032.96,6257.84,31078.52,94545.84
1954-55,168215.5,138525.8,55147.7,6259.8,31126.9,94639.3
1954-55,168186.4,138484.76,55262.44,6261.76,31175.28,94732.76
1954-55,168157.3,138443.72,55377.18,6263.72,31223.66,94826.22
1954-55,168128.2,138402.68,55491.92,6265.68,31272.04,94919.68
1954-55,168099.1,138361.64,55606.66,6267.64,31320.42,95013.14
1954-55,168070.0,138320.6,55721.4,6269.6,31368.8,95106.6
1954-55,168040.9,138279.56,55836.14,6271.56,31417.18,95200.06
1954-55,168011.8,138238.52,55950.88,6273.52,31465.56,95293.52
1954-55,167982.7,138197.48,56065.62,6275.48,31513.94,95386.98
1954-55,167953.6,138156.44,56180.36,6277.44,31562.32,95480.44
1954-55,167924.5,138115.4,56295.1,6279.4,31610.7,95573.9
1954-55,167895.4,138074.36,56409.84,6281.36,31659.08,95667.36
1954-55,167866.3,138033.32,56524.58,6283.32,31707.46,95760.82
1954-55,167837.2,137992.28,56639.32,6285.28,31755.84,95854.28
1954-55,167808.1,137951.24,56754.06,6287.24,31804.22,95947.74
1954-55,167779.0,137910.2,56868.8,6289.2,31852.6,96041.2
1954-55,167749.9,137869.16,56983.54,6291.16,31900.98,96134.66
1954-55,167720.8,137828.12,57098.28,6293.12,31949.36,96228.12
1954-55,167691.7,137787.08,57213.02,6295.08,31997.74,96321.58
1954-55,167662.6,137746.04,57327.76,6297.04,32046.12,96415.04
1954-55,167633.5,137705.0,57442.5,6299.0,32094.5,96508.5
1954-55,167604.4,137663.96,57557.24,6300.96,32142.88,96601.96
1954-55,167575.3,137622.92,57671.98,6302.92,32191.26,96695.42
1954-55,167546.2,137581.88,57786.72,6304.88,32239.64,96788.88
1954-55,167517.1,137540.84,57901.46,6306.84,32288.02,96882.34
1954-55,167488.0,137499.8,58016.2,6308.8,32336.4,96975.8
1954-55,167458.9,137458.76,58130.94,6310.76,32384.78,97069.26
1954-55,167429.8,137417.72,58245.68,6312.72,32433.16,97162.72
1954-55,167400.7,137376.68,58360.42,6314.68,32481.54,97256.18
1954-55,167371.6,137335.64,58475.16,6316.64,32529.92,97349.64
1954-55,167342.5,137294.6,58589.9,6318.6,32578.3,97443.1
1954-55,167313.4,137253.56,58704.64,6320.56,32626.68,97536.56
1954-55,167284.3,137212.52,58819.38,6322.52,32675.06,97630.02
1954-55,167255.2,137171.48,58934.12,6324.48,32723.44,97723.48
1954-55,167226.1,137130.44,59048.86,6326.44,32771.82,97816.94
1954-55,167197.0,137089.4,59163.6,6328.4,32820.2,97910.4
1954-55,167167.9,137048.36,59278.34,6330.36,32868.58,98003.86
1954-55,167138.8,137007.32,59393.08,6332.32,32916.96,98097.32
1954-55,167109.7,136966.28,59507.82,6334.28,32965.34,98190.78
1954-55,167080.6,136925.24,59622.56,6336.24,33013.72,98284.24
1954-55,167051.5,136884.2,59737.3,6338.2,33062.1,98377.7
1954-55,167022.4,136843.16,59852.04,6340.16,33110.48,98471.16
1954-55,166993.3,136802.12,59966.78,6342.12,33158.86,98564.62
1954-55,166964.2,136761.08,60081.52,6344.08,33207.24,98658.08
1954-55,166935.1,136720.04,60196.26,6346.04,33255.62,98751.54
1955-56,166906.0,136679.0,60311.0,6348.0,33304.0,98845.0
1955-56,166906.0,136679.0,60311.0,6348.0,33304.0,98845.0
1955-56,167087.48,136842.6,60414.38,6354.46,33354.0,98935.92
1955-56,167268.96,137006.2,60517.76,6360.92,33404.0,99026.84
1955-56,167450.44,137169.8,60621.14,6367.38,33454.0,99117.76
1955-56,167631.92,137333.4,60724.52,6373.84,33504.0,99208.68
1955-56,167813.4,137497.0,60827.9,6380.3,33554.0,99299.6
1955-56,167994.88,137660.6,60931.28,6386.76,33604.0,99390.52
1955-56,168176.36,137824.2,61034.66,6393.22,33654.0,99481.44
1955-56,168357.84,137987.8,61138.04,6399.68,33704.0,99572.36
1955-56,168539.32,138151.4,61241.42,6406.14,33754.0,99663.28
1955-56,168720.8,138315.0,61344.8,6412.6,33804.0,99754.2
1955-56,168902.28,138478.6,61448.18,6419.06,33854.0,99845.12
1955-56,169083.76,138642.2,61551.56,6425.52,33904.0,99936.04
1955-56,169265.24,138805.8,61654.94,6431.98,33954.0,100026.96
1955-56,169446.72,138969.4,61758.32,6438.44,34004.0,100117.88
1955-56,169628.2,139133.0,61861.7,6444.9,34054.0,100208.8
1955-56,169809.68,139296.6,61965.08,6451.36,34104.0,100299.72
1955-56,169991.16,139460.2,62068.46,6457.82,34154.0,100390.64
1955-56,170172.64,139623.8,62171.84,6464.28,34204.0,100481.56
1955-56,170354.12,139787.4,62275.22,6470.74,34254.0,100572.48
1955-56,170535.6,139951.0,62378.6,6477.2,34304.0,100663.4
1955-56,170717.08,140114.6,62481.98,6483.66,34354.0,100754.32
1955-56,170898.56,140278.2,62585.36,6490.12,34404.0,100845.24
1955-56,171080.04,140441.8,62688.74,6496.58,34454.0,100936.16
1955-56,171261.52,140605.4,62792.12,6503.04,34504.0,101027.08
1955-56,171443.0,140769.0,62895.5,6509.5,34554.0,101118.0
1955-56,171624.48,140932.6,62998.88,6515.96,34604.0,101208.92
1955-56,171805.96,141096.2,63102.26,6522.42,34654.0,101299.84
1955-56,171987.44,141259.8,63205.64,6528.88,34704.0,101390.76
1955-56,172168.92,141423.4,63309.02,6535.34,34754.0,101481.68
1955-56,172350.4,141587.0,63412.4,6541.8,34804.0,101572.6
1955-56,172531.88,141750.6,63515.78,6548.26,34854.0,101663.52
1955-56,172713.36,141914.2,63619.16,6554.72,34904.0,101754.44
1955-56,172894.84,142077.8,63722.54,6561.18,34954.0,101845.36
1955-56,173076.32,142241.4,63825.92,6567.64,35004.0,101936.28
1955-56,173257.8,142405.0,63929.3,6574.1,35054.0,102027.2
1955-56,173439.28,142568.6,64032.68,6580.56,35104.0,102118.12
1955-56,173620.76,142732.2,64136.06,6587.02,35154.0,102209.04
1955-56,173802.24,142895.8,64239.44,6593.48,35204.0,102299.96
1955-56,173983.72,143059.4,64342.82,6599.94,35254.0,102390.88
1955-56,174165.2,143223.0,64446.2,6606.4,35304.0,102481.8
1955-56,174346.68,143386.6,64549.58,6612.86,35354.0,102572.72
1955-56,174528.16,143550.2,64652.96,6619.32,35404.0,102663.64
1955-56,174709.64,143713.8,64756.34,6625.78,35454.0,102754.56
1955-56,174891.12,143877.4,64859.72,6632.24,35504.0,102845.48
1955-56,175072.6,144041.0,64963.1,6638.7,35554.0,102936.4
1955-56,175254.08,144204.6,65066.479999999996,6645.16,35604.0,103027.32
1955-56,175435.56,144368.2,65169.86,6651.62,35654.0,103118.24
1955-56,175617.04,144531.8,65273.24,6658.08,35704.0,103209.16
1955-56,175798.52,144695.4,65376.62,6664.54,35754.0,103300.08
1956-57,175980.0,144859.0,65480.0,6671.0,35804.0,103391.0
1956-57,175980.0,144859.0,65480.0,6671.0,35804.0,103391.0
1956-57,175821.9,144711.76,65467.24,6679.68,35831.6,103468.68
1956-57,175663.8,144564.52,65454.48,6688.36,35859.2,103546.36
1956-57,175505.7,144417.28,65441.72,6697.04,35886.8,103624.04
1956-57,175347.6,144270.04,65428.96,6705.72,35914.4,103701.72
1956-57,175189.5,144122.8,65416.2,6714.4,35942.0,103779.4
1956-57,175031.4,143975.56,65403.44,6723.08,35969.6,103857.08
1956-57,174873.3,143828.32,65390.68,6731.76,35997.2,103934.76
1956-57,174715.2,143681.08,65377.92,6740.44,36024.8,104012.44
1956-57,174557.1,143533.84,65365.16,6749.12,36052.4,104090.12
1956-57,174399.0,143386.6,65352.4,6757.8,36080.0,104167.8
1956-57,174240.9,143239.36,65339.64,6766.48,36107.6,104245.48
1956-57,174082.8,143092.12,65326.88,6775.16,36135.2,104323.16
1956-57,173924.7,142944.88,65314.12,6783.84,36162.8,104400.84
1956-57,173766.6,142797.64,65301.36,6792.52,36190.4,104478.52
1956-57,173608.5,142650.4,65288.6,6801.2,36218.0,104556.2
1956-57,173450.4,142503.16,65275.84,6809.88,36245.6,104633.88
1956-57,173292.3,142355.92,65263.08,6818.56,36273.2,104711.56
1956-57,173134.2,142208.68,65250.32,6827.24,36300.8,104789.24
1956-57,172976.1,142061.44,65237.56,6835.92,36328.4,104866.92
1956-57,172818.0,141914.2,65224.8,6844.6,36356.0,104944.6
1956-57,172659.9,141766.96,65212.04,6853.28,36383.6,105022.28
1956-57,172501.8,141619.72,65199.28,6861.96,36411.2,105099.96
1956-57,172343.7,141472.48,65186.52,6870.64,36438.8,105177.64
1956-57,172185.6,141325.24,65173.76,6879.32,36466.4,105255.32
1956-57,172027.5,141178.0,65161.0,6888.0,36494.0,105333.0
1956-57,171869.4,141030.76,65148.24,6896.68,36521.6,105410.68
1956-57,171711.3,140883.52,65135.48,6905.36,36549.2,105488.36
1956-57,171553.2,140736.28,65122.72,6914.04,36576.8,105566.04
1956-57,171395.1,140589.04,65109.96,6922.72,36604.4,105643.72
1956-57,171237.0,140441.8,65097.2,6931.4,36632.0,105721.4
1956-57,171078.9,140294.56,65084.44,6940.08,36659.6,105799.08
1956-57,170920.8,140147.32,65071.68,6948.76,36687.2,105876.76
1956-57,170762.7,140000.08,65058.92,6957.44,36714.8,105954.44
1956-57,170604.6,139852.84,65046.16,6966.12,36742.4,106032.12
1956-57,170446.5,139705.6,65033.4,6974.8,36770.0,106109.8
1956-57,170288.4,139558.36,65020.64,6983.48,36797.6,106187.48
1956-57,170130.3,139411.12,65007.88,6992.16,36825.2,106265.16
1956-57,169972.2,139263.88,64995.12,7000.84,36852.8,106342.84
1956-57,169814.1,139116.64,64982.36,7009.52,36880.4,106420.52
1956-57,169656.0,138969.4,64969.6,7018.2,36908.0,106498.2
1956-57,169497.9,138822.16,64956.84,7026.88,36935.6,106575.88
1956-57,169339.8,138674.92,64944.08,7035.56,36963.2,106653.56
1956-57,169181.7,138527.68,64931.32,7044.24,36990.8,106731.24
1956-57,169023.6,138380.44,64918.56,7052.92,37018.4,106808.92
1956-57,168865.5,138233.2,64905.8,7061.6,37046.0,106886.6
1956-57,168707.4,138085.96,64893.04,7070.28,37073.6,106964.28
1956-57,168549.3,137938.72,64880.28,7078.96,37101.2,107041.96
1956-57,168391.2,137791.48,64867.52,7087.64,37128.8,107119.64
1956-57,168233.1,137644.24,64854.76,7096.32,37156.4,107197.32
1957-58,168075.0,137497.0,64842.0,7105.0,37184.0,107275.0
1957-58,168075.0,137497.0,64842.0,7105.0,37184.0,107275.0
1957-58,168413.7,137806.28,64931.86,7109.44,37220.84,107363.3
1957-58,168752.4,138115.56,65021.72,7113.88,37257.68,107451.6
1957-58,169091.1,138424.84,65111.58,7118.32,37294.52,107539.9
1957-58,169429.8,138734.12,65201.44,7122.76,37331.36,107628.2
1957-58,169768.5,139043.4,65291.3,7127.2,37368.2,107716.5
1957-58,170107.2,139352.68,65381.16,7131.64,37405.04,107804.8
1957-58,170445.9,139661.96,65471.02,7136.08,37441.88,107893.1
1957-58,170784.6,139971.24,65560.88,7140.52,37478.72,107981.4
1957-58,171123.3,140280.52,65650.74,7144.96,37515.56,108069.7
1957-58,171462.0,140589.8,65740.6,7149.4,37552.4,108158.0
1957-58,171800.7,140899.08,65830.46,7153.84,37589.24,108246.3
1957-58,172139.4,141208.36,65920.32,7158.28,37626.08,108334.6
1957-58,172478.1,141517.64,66010.18,7162.72,37662.92,108422.9
1957-58,172816.8,141826.92,66100.04,7167.16,37699.76,108511.2
1957-58,173155.5,142136.2,66189.9,7171.6,37736.6,108599.5
1957-58,173494.2,142445.48,66279.76,7176.04,37773.44,108687.8
1957-58,173832.9,142754.76,66369.62,7180.48,37810.28,108776.1
1957-58,174171.6,143064.04,66459.48,7184.92,37847.12,108864.4
1957-58,174510.3,143373.32,66549.34,7189.36,37883.96,108952.7
1957-58,174849.0,143682.6,66639.2,7193.8,37920.8,109041.0
1957-58,175187.7,143991.88,66729.06,7198.24,37957.64,109129.3
1957-58,175526.4,144301.16,66818.92,7202.68,37994.48,109217.6
1957-58,175865.1,144610.44,66908.78,7207.12,38031.32,109305.9
1957-58,176203.8,144919.72,66998.64,7211.56,38068.16,109394.2
1957-58,176542.5,145229.0,67088.5,7216.0,38105.0,109482.5
1957-58,176881.2,145538.28,67178.36,7220.44,38141.84,109570.8
1957-58,177219.9,145847.56,67268.22,7224.88,38178.68,109659.1
1957-58,177558.6,146156.84,67358.08,7229.32,38215.52,109747.4
1957-58,177897.3,146466.12,67447.94,7233.76,38252.36,109835.7
1957-58,178236.0,146775.4,67537.8,7238.2,38289.2,109924.0
1957-58,178574.7,147084.68,67627.66,7242.64,38326.04,110012.3
1957-58,178913.4,147393.96,67717.52,7247.08,38362.88,110100.6
1957-58,179252.1,147703.24,67807.38,7251.52,38399.72,110188.9
1957-58,179590.8,148012.52,67897.24,7255.96,38436.56,110277.2
1957-58,179929.5,148321.8,67987.1,7260.4,38473.4,110365.5
1957-58,180268.2,148631.08,68076.96,7264.84,38510.24,110453.8
1957-58,180606.9,148940.36,68166.82,7269.28,38547.08,110542.1
1957-58,180945.6,149249.64,68256.68,7273.72,38583.92,110630.4
1957-58,181284.3,149558.91999999998,68346.54,7278.16,38620.76,110718.7
1957-58,181623.0,149868.2,68436.4,7282.6,38657.6,110807.0
1957-58,181961.7,150177.48,68526.26,7287.04,38694.44,110895.3
1957-58,182300.4,150486.76,68616.12,7291.48,38731.28,110983.6
1957-58,182639.1,150796.04,68705.98,7295.92,38768.12,111071.9
1957-58,182977.8,151105.32,68795.84,7300.36,38804.96,111160.2
1957-58,183316.5,151414.6,68885.7,7304.8,38841.8,111248.5
1957-58,183655.2,151723.88,68975.56,7309.24,38878.64,111336.8
1957-58,183993.9,152033.16,69065.42,7313.68,38915.48,111425.1
1957-58,184332.6,152342.44,69155.28,7318.12,38952.32,111513.4
1957-58,184671.3,152651.72,69245.14,7322.56,38989.16,111601.7
1958-59,185010.0,152961.0,69335.0,7327.0,39026.0,111690.0
1958-59,185010.0,152961.0,69335.0,7327.0,39026.0,111690.0
1958-59,184972.74,152916.38,69429.92,7334.54,39079.0,111800.84
1958-59,184935.48,152871.76,69524.84,7342.08,39132.0,111911.68
1958-59,184898.22,152827.14,69619.76,7349.62,39185.0,112022.52
1958-59,184860.96,152782.52,69714.68,7357.16,39238.0,112133.36
1958-59,184823.7,152737.9,69809.6,7364.7,39291.0,112244.2
1958-59,184786.44,152693.28,69904.52,7372.24,39344.0,112355.04
1958-59,184749.18,152648.66,69999.44,7379.78,39397.0,112465.88
1958-59,184711.92,152604.04,70094.36,7387.32,39450.0,112576.72
1958-59,184674.66,152559.42,70189.28,7394.86,39503.0,112687.56
1958-59,184637.4,152514.8,70284.2,7402.4,39556.0,112798.4
1958-59,184600.14,152470.18,70379.12,7409.94,39609.0,112909.24
1958-59,184562.88,152425.56,70474.04,7417.48,39662.0,113020.08
1958-59,184525.62,152380.94,70568.96,7425.02,39715.0,113130.92
1958-59,184488.36,152336.32,70663.88,7432.56,39768.0,113241.76
1958-59,184451.1,152291.7,70758.8,7440.1,39821.0,113352.6
1958-59,184413.84,152247.08,70853.72,7447.64,39874.0,113463.44
1958-59,184376.58,152202.46,70948.64,7455.18,39927.0,113574.28
1958-59,184339.32,152157.84,71043.56,7462.72,39980.0,113685.12
1958-59,184302.06,152113.22,71138.48,7470.26,40033.0,113795.96
1958-59,184264.8,152068.6,71233.4,7477.8,40086.0,113906.8
1958-59,184227.54,152023.98,71328.32,7485.34,40139.0,114017.64
1958-59,184190.28,151979.36,71423.24,7492.88,40192.0,114128.48
1958-59,184153.02,151934.74,71518.16,7500.42,40245.0,114239.32
1958-59,184115.76,151890.12,71613.08,7507.96,40298.0,114350.16
1958-59,184078.5,151845.5,71708.0,7515.5,40351.0,114461.0
1958-59,184041.24,151800.88,71802.92,7523.04,40404.0,114571.84
1958-59,184003.98,151756.26,71897.84,7530.58,40457.0,114682.68
1958-59,183966.72,151711.64,71992.76,7538.12,40510.0,114793.52
1958-59,183929.46,151667.02,72087.68,7545.66,40563.0,114904.36
1958-59,183892.2,151622.4,72182.6,7553.2,40616.0,115015.2
1958-59,183854.94,151577.78,72277.52,7560.74,40669.0,115126.04
1958-59,183817.68,151533.16,72372.44,7568.28,40722.0,115236.88
1958-59,183780.42,151488.54,72467.36,7575.82,40775.0,115347.72
1958-59,183743.16,151443.92,72562.28,7583.36,40828.0,115458.56
1958-59,183705.9,151399.3,72657.2,7590.9,40881.0,115569.4
1958-59,183668.64,151354.68,72752.12,7598.44,40934.0,115680.24
