Financial Year,Agriculture & Allied Services (in Rs. Cr.) at 2004-05 Prices,Agriculture (in Rs. Cr.) at 2004-05 Prices,Industry (in Rs. Cr.) at 2004-05 Prices,Mining and Quarrying (in Rs. Cr.) at 2004-05 Prices,Manufacturing (in Rs. Cr.) at 2004-05 Prices,Services (in Rs. Cr.) at 2004-05 Prices
1965-66,189861.1,152351.0,115941.1,12317.4,62220.7,160270.1
1965-66,189806.84,152280.8,116023.44,12323.16,62230.48,160368.44
1965-66,189752.58,152210.6,116105.78,12328.92,62240.26,160466.78
1965-66,189698.32,152140.4,116188.12,12334.68,62250.04,160565.12
1965-66,189644.06,152070.2,116270.46,12340.44,62259.82,160663.46
1965-66,189589.8,152000.0,116352.8,12346.2,62269.6,160761.8
1965-66,189535.54,151929.8,116435.14,12351.96,62279.38,160860.14
1965-66,189481.28,151859.6,116517.48,12357.72,62289.16,160958.48
1965-66,189427.02,151789.4,116599.82,12363.48,62298.94,161056.82
1965-66,189372.76,151719.2,116682.16,12369.24,62308.72,161155.16
1965-66,189318.5,151649.0,116764.5,12375.0,62318.5,161253.5
1965-66,189264.24,151578.8,116846.84,12380.76,62328.28,161351.84
1965-66,189209.98,151508.6,116929.18,12386.52,62338.06,161450.18
1965-66,189155.72,151438.4,117011.52,12392.28,62347.84,161548.52
1965-66,189101.46,151368.2,117093.86,12398.04,62357.62,161646.86
1965-66,189047.2,151298.0,117176.2,12403.8,62367.4,161745.2
1965-66,188992.94,151227.8,117258.54,12409.56,62377.18,161843.54
1965-66,188938.68,151157.6,117340.88,12415.32,62386.96,161941.88
1965-66,188884.42,151087.4,117423.22,12421.08,62396.74,162040.22
1965-66,188830.16,151017.2,117505.56,12426.84,62406.52,162138.56
1965-66,188775.9,150947.0,117587.9,12432.6,62416.3,162236.9
1965-66,188721.64,150876.8,117670.24,12438.36,62426.08,162335.24
1965-66,188667.38,150806.6,117752.58,12444.12,62435.86,162433.58
1965-66,188613.12,150736.4,117834.92,12449.88,62445.64,162531.92
1965-66,188558.86,150666.2,117917.26,12455.64,62455.42,162630.26
1965-66,188504.6,150596.0,117999.6,12461.4,62465.2,162728.6
1965-66,188450.34,150525.8,118081.94,12467.16,62474.98,162826.94
1965-66,188396.08,150455.6,118164.28,12472.92,62484.76,162925.28
1965-66,188341.82,150385.4,118246.62,12478.68,62494.54,163023.62
1965-66,188287.56,150315.2,118328.96,12484.44,62504.32,163121.96
1965-66,188233.3,150245.0,118411.3,12490.2,62514.1,163220.3
1965-66,188179.04,150174.8,118493.64,12495.96,62523.88,163318.64
1965-66,188124.78,150104.6,118575.98,12501.72,62533.66,163416.98
1965-66,188070.52,150034.4,118658.32,12507.48,62543.44,163515.32
1965-66,188016.26,149964.2,118740.66,12513.24,62553.22,163613.66
1966-67,187962.0,149894.0,118823.0,12519.0,62563.0,163712.0
1966-67,187962.0,149894.0,118823.0,12519.0,62563.0,163712.0
1966-67,188521.04,150405.8,118901.64,12526.6,62567.82,163836.6
1966-67,189080.08,150917.6,118980.28,12534.2,62572.64,163961.2
1966-67,189639.12,151429.4,119058.92,12541.8,62577.46,164085.8
1966-67,190198.16,151941.2,119137.56,12549.4,62582.28,164210.4
1966-67,190757.2,152453.0,119216.2,12557.0,62587.1,164335.0
1966-67,191316.24,152964.8,119294.84,12564.6,62591.92,164459.6
1966-67,191875.28,153476.6,119373.48,12572.2,62596.74,164584.2
1966-67,192434.32,153988.4,119452.12,12579.8,62601.56,164708.8
1966-67,192993.36,154500.2,119530.76,12587.4,62606.38,164833.4
1966-67,193552.4,155012.0,119609.4,12595.0,62611.2,164958.0
1966-67,194111.44,155523.8,119688.04,12602.6,62616.02,165082.6
1966-67,194670.48,156035.6,119766.68,12610.2,62620.84,165207.2
1966-67,195229.52,156547.4,119845.32,12617.8,62625.66,165331.8
1966-67,195788.56,157059.2,119923.96,12625.4,62630.48,165456.4
1966-67,196347.6,157571.0,120002.6,12633.0,62635.3,165581.0
1966-67,196906.64,158082.8,120081.24,12640.6,62640.12,165705.6
1966-67,197465.68,158594.6,120159.88,12648.2,62644.94,165830.2
1966-67,198024.72,159106.4,120238.52,12655.8,62649.76,165954.8
1966-67,198583.76,159618.2,120317.16,12663.4,62654.58,166079.4
1966-67,199142.8,160130.0,120395.8,12671.0,62659.4,166204.0
1966-67,199701.84,160641.8,120474.44,12678.6,62664.22,166328.6
1966-67,200260.88,161153.6,120553.08,12686.2,62669.04,166453.2
1966-67,200819.91999999998,161665.4,120631.72,12693.8,62673.86,166577.8
1966-67,201378.96,162177.2,120710.36,12701.4,62678.68,166702.4
1966-67,201938.0,162689.0,120789.0,12709.0,62683.5,166827.0
1966-67,202497.04,163200.8,120867.64,12716.6,62688.32,166951.6
1966-67,203056.08,163712.6,120946.28,12724.2,62693.14,167076.2
1966-67,203615.12,164224.4,121024.92,12731.8,62697.96,167200.8
1966-67,204174.16,164736.2,121103.56,12739.4,62702.78,167325.4
1966-67,204733.2,165248.0,121182.2,12747.0,62707.6,167450.0
1966-67,205292.24,165759.8,121260.84,12754.6,62712.42,167574.6
1966-67,205851.28,166271.6,121339.48,12762.2,62717.24,167699.2
1966-67,206410.32,166783.4,121418.12,12769.8,62722.06,167823.8
1966-67,206969.36,167295.2,121496.76,12777.4,62726.88,167948.4
1966-67,207528.4,167807.0,121575.4,12785.0,62731.7,168073.0
1966-67,208087.44,168318.8,121654.04,12792.6,62736.52,168197.6
1966-67,208646.48,168830.6,121732.68,12800.2,62741.34,168322.2
1966-67,209205.52,169342.4,121811.32,12807.8,62746.16,168446.8
1966-67,209764.56,169854.2,121889.96,12815.4,62750.98,168571.4
1966-67,210323.6,170366.0,121968.6,12823.0,62755.8,168696.0
1966-67,210882.64,170877.8,122047.24,12830.6,62760.62,168820.6
1966-67,211441.68,171389.6,122125.88,12838.2,62765.44,168945.2
1966-67,212000.72,171901.4,122204.52,12845.8,62770.26,169069.8
1966-67,212559.76,172413.2,122283.16,12853.4,62775.08,169194.4
1966-67,213118.8,172925.0,122361.8,12861.0,62779.9,169319.0
1966-67,213677.84,173436.8,122440.44,12868.6,62784.72,169443.6
1966-67,214236.88,173948.6,122519.08,12876.2,62789.54,169568.2
1966-67,214795.91999999998,174460.4,122597.72,12883.8,62794.36,169692.8
1966-67,215354.96,174972.2,122676.36,12891.4,62799.18,169817.4
1967-68,215914.0,175484.0,122755.0,12899.0,62804.0,169942.0
1967-68,215914.0,175484.0,122755.0,12899.0,62804.0,169942.0
1967-68,215907.16,175471.9,122873.6,12906.3,62873.58,170097.8
1967-68,215900.32,175459.8,122992.2,12913.6,62943.16,170253.6
1967-68,215893.48,175447.7,123110.8,12920.9,63012.74,170409.4
1967-68,215886.64,175435.6,123229.4,12928.2,63082.32,170565.2
1967-68,215879.8,175423.5,123348.0,12935.5,63151.9,170721.0
1967-68,215872.96,175411.4,123466.6,12942.8,63221.48,170876.8
1967-68,215866.12,175399.3,123585.2,12950.1,63291.06,171032.6
1967-68,215859.28,175387.2,123703.8,12957.4,63360.64,171188.4
1967-68,215852.44,175375.1,123822.4,12964.7,63430.22,171344.2
1967-68,215845.6,175363.0,123941.0,12972.0,63499.8,171500.0
1967-68,215838.76,175350.9,124059.6,12979.3,63569.38,171655.8
1967-68,215831.92,175338.8,124178.2,12986.6,63638.96,171811.6
1967-68,215825.08,175326.7,124296.8,12993.9,63708.54,171967.4
1967-68,215818.24,175314.6,124415.4,13001.2,63778.12,172123.2
1967-68,215811.4,175302.5,124534.0,13008.5,63847.7,172279.0
1967-68,215804.56,175290.4,124652.6,13015.8,63917.28,172434.8
1967-68,215797.72,175278.3,124771.2,13023.1,63986.86,172590.6
1967-68,215790.88,175266.2,124889.8,13030.4,64056.44,172746.4
1967-68,215784.04,175254.1,125008.4,13037.7,64126.02,172902.2
1967-68,215777.2,175242.0,125127.0,13045.0,64195.6,173058.0
1967-68,215770.36,175229.9,125245.6,13052.3,64265.18,173213.8
1967-68,215763.52,175217.8,125364.2,13059.6,64334.76,173369.6
1967-68,215756.68,175205.7,125482.8,13066.9,64404.34,173525.4
1967-68,215749.84,175193.6,125601.4,13074.2,64473.92,173681.2
1967-68,215743.0,175181.5,125720.0,13081.5,64543.5,173837.0
1967-68,215736.16,175169.4,125838.6,13088.8,64613.08,173992.8
1967-68,215729.32,175157.3,125957.2,13096.1,64682.66,174148.6
1967-68,215722.48,175145.2,126075.8,13103.4,64752.24,174304.4
1967-68,215715.64,175133.1,126194.4,13110.7,64821.82,174460.2
1967-68,215708.8,175121.0,126313.0,13118.0,64891.4,174616.0
1967-68,215701.96,175108.9,126431.6,13125.3,64960.98,174771.8
1967-68,215695.12,175096.8,126550.2,13132.6,65030.56,174927.6
1967-68,215688.28,175084.7,126668.8,13139.9,65100.14,175083.4
1967-68,215681.44,175072.6,126787.4,13147.2,65169.72,175239.2
1967-68,215674.6,175060.5,126906.0,13154.5,65239.3,175395.0
1967-68,215667.76,175048.4,127024.6,13161.8,65308.88,175550.8
1967-68,215660.92,175036.3,127143.2,13169.1,65378.46,175706.6
1967-68,215654.08,175024.2,127261.8,13176.4,65448.04,175862.4
1967-68,215647.24,175012.1,127380.4,13183.7,65517.62,176018.2
1967-68,215640.4,175000.0,127499.0,13191.0,65587.2,176174.0
1967-68,215633.56,174987.9,127617.6,13198.3,65656.78,176329.8
1967-68,215626.72,174975.8,127736.2,13205.6,65726.36,176485.6
1967-68,215619.88,174963.7,127854.8,13212.9,65795.94,176641.4
1967-68,215613.04,174951.6,127973.4,13220.2,65865.52,176797.2
1967-68,215606.2,174939.5,128092.0,13227.5,65935.1,176953.0
1967-68,215599.36,174927.4,128210.6,13234.8,66004.68,177108.8
1967-68,215592.52,174915.3,128329.2,13242.1,66074.26,177264.6
1967-68,215585.68,174903.2,128447.8,13249.4,66143.84,177420.4
1967-68,215578.84,174891.1,128566.4,13256.7,66213.42,177576.2
1968-69,215572.0,174879.0,128685.0,13264.0,66283.0,177732.0
1968-69,215572.0,174879.0,128685.0,13264.0,66283.0,177732.0
1968-69,215849.12,175132.54,128877.12,13277.1,66425.22,177915.56
1968-69,216126.24,175386.08,129069.24,13290.2,66567.44,178099.12
1968-69,216403.36,175639.62,129261.36,13303.3,66709.66,178282.68
1968-69,216680.48,175893.16,129453.48,13316.4,66851.88,178466.24
1968-69,216957.6,176146.7,129645.6,13329.5,66994.1,178649.8
1968-69,217234.72,176400.24,129837.72,13342.6,67136.32,178833.36
1968-69,217511.84,176653.78,130029.84,13355.7,67278.54,179016.92
1968-69,217788.96,176907.32,130221.96,13368.8,67420.76,179200.48
1968-69,218066.08,177160.86,130414.08,13381.9,67562.98,179384.04
1968-69,218343.2,177414.4,130606.2,13395.0,67705.2,179567.6
1968-69,218620.32,177667.94,130798.32,13408.1,67847.42,179751.16
1968-69,218897.44,177921.48,130990.44,13421.2,67989.64,179934.72
1968-69,219174.56,178175.02,131182.56,13434.3,68131.86,180118.28
1968-69,219451.68,178428.56,131374.68,13447.4,68274.08,180301.84
1968-69,219728.8,178682.1,131566.8,13460.5,68416.3,180485.4
1968-69,220005.92,178935.64,131758.92,13473.6,68558.52,180668.96
1968-69,220283.04,179189.18,131951.04,13486.7,68700.74,180852.52
1968-69,220560.16,179442.72,132143.16,13499.8,68842.96,181036.08
1968-69,220837.28,179696.26,132335.28,13512.9,68985.18,181219.64
1968-69,221114.4,179949.8,132527.4,13526.0,69127.4,181403.2
1968-69,221391.52,180203.34,132719.52,13539.1,69269.62,181586.76
1968-69,221668.64,180456.88,132911.64,13552.2,69411.84,181770.32
1968-69,221945.76,180710.42,133103.76,13565.3,69554.06,181953.88
1968-69,222222.88,180963.96,133295.88,13578.4,69696.28,182137.44
1968-69,222500.0,181217.5,133488.0,13591.5,69838.5,182321.0
1968-69,222777.12,181471.04,133680.12,13604.6,69980.72,182504.56
1968-69,223054.24,181724.58,133872.24,13617.7,70122.94,182688.12
1968-69,223331.36,181978.12,134064.36,13630.8,70265.16,182871.68
1968-69,223608.48,182231.66,134256.48,13643.9,70407.38,183055.24
1968-69,223885.6,182485.2,134448.6,13657.0,70549.6,183238.8
1968-69,224162.72,182738.74,134640.72,13670.1,70691.82,183422.36
1968-69,224439.84,182992.28,134832.84,13683.2,70834.04,183605.92
1968-69,224716.96,183245.82,135024.96,13696.3,70976.26,183789.48
1968-69,224994.08,183499.36,135217.08,13709.4,71118.48,183973.04
1968-69,225271.2,183752.9,135409.2,13722.5,71260.7,184156.6
1968-69,225548.32,184006.44,135601.32,13735.6,71402.92,184340.16
1968-69,225825.44,184259.98,135793.44,13748.7,71545.14,184523.72
1968-69,226102.56,184513.52,135985.56,13761.8,71687.36,184707.28
1968-69,226379.68,184767.06,136177.68,13774.9,71829.58,184890.84
1968-69,226656.8,185020.6,136369.8,13788.0,71971.8,185074.4
1968-69,226933.92,185274.14,136561.92,13801.1,72114.02,185257.96
1968-69,227211.04,185527.68,136754.04,13814.2,72256.24,185441.52
1968-69,227488.16,185781.22,136946.16,13827.3,72398.46,185625.08
1968-69,227765.28,186034.76,137138.28,13840.4,72540.68,185808.64
1968-69,228042.4,186288.3,137330.4,13853.5,72682.9,185992.2
1968-69,228319.52,186541.84,137522.52,13866.6,72825.12,186175.76
1968-69,228596.64,186795.38,137714.64,13879.7,72967.34,186359.32
1968-69,228873.76,187048.92,137906.76,13892.8,73109.56,186542.88
1968-69,229150.88,187302.46,138098.88,13905.9,73251.78,186726.44
1969-70,229428.0,187556.0,138291.0,13919.0,73394.0,186910.0
1969-70,229428.0,187556.0,138291.0,13919.0,73394.0,186910.0
1969-70,229753.42,187833.98,138311.6,13899.92,73428.48,187094.96
1969-70,230078.84,188111.96,138332.2,13880.84,73462.96,187279.92
1969-70,230404.26,188389.94,138352.8,13861.76,73497.44,187464.88
1969-70,230729.68,188667.92,138373.4,13842.68,73531.92,187649.84
1969-70,231055.1,188945.9,138394.0,13823.6,73566.4,187834.8
1969-70,231380.52,189223.88,138414.6,13804.52,73600.88,188019.76
1969-70,231705.94,189501.86,138435.2,13785.44,73635.36,188204.72
1969-70,232031.36,189779.84,138455.8,13766.36,73669.84,188389.68
1969-70,232356.78,190057.82,138476.4,13747.28,73704.32,188574.64
1969-70,232682.2,190335.8,138497.0,13728.2,73738.8,188759.6
1969-70,233007.62,190613.78,138517.6,13709.12,73773.28,188944.56
1969-70,233333.04,190891.76,138538.2,13690.04,73807.76,189129.52
1969-70,233658.46,191169.74,138558.8,13670.96,73842.24,189314.48
1969-70,233983.88,191447.72,138579.4,13651.88,73876.72,189499.44
1969-70,234309.3,191725.7,138600.0,13632.8,73911.2,189684.4
1969-70,234634.72,192003.68,138620.6,13613.72,73945.68,189869.36
1969-70,234960.14,192281.66,138641.2,13594.64,73980.16,190054.32
1969-70,235285.56,192559.64,138661.8,13575.56,74014.64,190239.28
1969-70,235610.98,192837.62,138682.4,13556.48,74049.12,190424.24
1969-70,235936.4,193115.6,138703.0,13537.4,74083.6,190609.2
1969-70,236261.82,193393.58,138723.6,13518.32,74118.08,190794.16
1969-70,236587.24,193671.56,138744.2,13499.24,74152.56,190979.12
1969-70,236912.66,193949.54,138764.8,13480.16,74187.04,191164.08
1969-70,237238.08,194227.52,138785.4,13461.08,74221.52,191349.04
1969-70,237563.5,194505.5,138806.0,13442.0,74256.0,191534.0
1969-70,237888.92,194783.48,138826.6,13422.92,74290.48,191718.96
1969-70,238214.34,195061.46,138847.2,13403.84,74324.96,191903.92
1969-70,238539.76,195339.44,138867.8,13384.76,74359.44,192088.88
1969-70,238865.18,195617.42,138888.4,13365.68,74393.92,192273.84
1969-70,239190.6,195895.4,138909.0,13346.6,74428.4,192458.8
1969-70,239516.02,196173.38,138929.6,13327.52,74462.88,192643.76
1969-70,239841.44,196451.36,138950.2,13308.44,74497.36,192828.72
1969-70,240166.86,196729.34,138970.8,13289.36,74531.84,193013.68
1969-70,240492.28,197007.32,138991.4,13270.28,74566.32,193198.64
1969-70,240817.7,197285.3,139012.0,13251.2,74600.8,193383.6
1969-70,241143.12,197563.28,139032.6,13232.12,74635.28,193568.56
1969-70,241468.54,197841.26,139053.2,13213.04,74669.76,193753.52
1969-70,241793.96,198119.24,139073.8,13193.96,74704.24,193938.48
1969-70,242119.38,198397.22,139094.4,13174.880000000001,74738.72,194123.44
1969-70,242444.8,198675.2,139115.0,13155.8,74773.2,194308.4
1969-70,242770.22,198953.18,139135.6,13136.72,74807.68,194493.36
1969-70,243095.64,199231.16,139156.2,13117.64,74842.16,194678.32
1969-70,243421.06,199509.14,139176.8,13098.56,74876.64,194863.28
1969-70,243746.48,199787.12,139197.4,13079.48,74911.12,195048.24
1969-70,244071.9,200065.1,139218.0,13060.4,74945.6,195233.2
1969-70,244397.32,200343.08000000002,139238.6,13041.32,74980.08,195418.16
1969-70,244722.74,200621.06,139259.2,13022.24,75014.56,195603.12
1969-70,245048.16,200899.04,139279.8,13003.16,75049.04,195788.08
1969-70,245373.58,201177.02,139300.4,12984.08,75083.52,195973.04
1970-71,245699.0,201455.0,139321.0,12965.0,75118.0,196158.0
1970-71,245699.0,201455.0,139321.0,12965.0,75118.0,196158.0
1970-71,245606.76,201347.68,139390.86,12971.86,75167.1,196302.32
1970-71,245514.52,201240.36,139460.72,12978.72,75216.2,196446.64
1970-71,245422.28,201133.04,139530.58,12985.58,75265.3,196590.96
1970-71,245330.04,201025.72,139600.44,12992.44,75314.4,196735.28
1970-71,245237.8,200918.4,139670.3,12999.3,75363.5,196879.6
1970-71,245145.56,200811.08,139740.16,13006.16,75412.6,197023.92
1970-71,245053.32,200703.76,139810.02,13013.02,75461.7,197168.24
1970-71,244961.08,200596.44,139879.88,13019.88,75510.8,197312.56
1970-71,244868.84,200489.12,139949.74,13026.74,75559.9,197456.88
1970-71,244776.6,200381.8,140019.6,13033.6,75609.0,197601.2
1970-71,244684.36,200274.48,140089.46,13040.46,75658.1,197745.52
1970-71,244592.12,200167.16,140159.32,13047.32,75707.2,197889.84
1970-71,244499.88,200059.84,140229.18,13054.18,75756.3,198034.16
1970-71,244407.64,199952.52,140299.04,13061.04,75805.4,198178.48
1970-71,244315.4,199845.2,140368.9,13067.9,75854.5,198322.8
1970-71,244223.16,199737.88,140438.76,13074.76,75903.6,198467.12
1970-71,244130.92,199630.56,140508.62,13081.62,75952.7,198611.44
1970-71,244038.68,199523.24,140578.48,13088.48,76001.8,198755.76
1970-71,243946.44,199415.92,140648.34,13095.34,76050.9,198900.08
1970-71,243854.2,199308.6,140718.2,13102.2,76100.0,199044.4
1970-71,243761.96,199201.28,140788.06,13109.06,76149.1,199188.72
1970-71,243669.72,199093.96,140857.92,13115.92,76198.2,199333.04
1970-71,243577.48,198986.64,140927.78,13122.78,76247.3,199477.36
1970-71,243485.24,198879.32,140997.64,13129.64,76296.4,199621.68
1970-71,243393.0,198772.0,141067.5,13136.5,76345.5,199766.0
1970-71,243300.76,198664.68,141137.36,13143.36,76394.6,199910.32
1970-71,243208.52,198557.36,141207.22,13150.22,76443.7,200054.64
1970-71,243116.28,198450.04,141277.08,13157.08,76492.8,200198.96
1970-71,243024.04,198342.72,141346.94,13163.94,76541.9,200343.28
1970-71,242931.8,198235.4,141416.8,13170.8,76591.0,200487.6
1970-71,242839.56,198128.08,141486.66,13177.66,76640.1,200631.92
1970-71,242747.32,198020.76,141556.52,13184.52,76689.2,200776.24
1970-71,242655.08,197913.44,141626.38,13191.38,76738.3,200920.56
1970-71,242562.84,197806.12,141696.24,13198.24,76787.4,201064.88
1970-71,242470.6,197698.8,141766.1,13205.1,76836.5,201209.2
1970-71,242378.36,197591.48,141835.96,13211.96,76885.6,201353.52
1970-71,242286.12,197484.16,141905.82,13218.82,76934.7,201497.84
1970-71,242193.88,197376.84,141975.68,13225.68,76983.8,201642.16
1970-71,242101.64,197269.52,142045.54,13232.54,77032.9,201786.48
1970-71,242009.4,197162.2,142115.4,13239.4,77082.0,201930.8
1970-71,241917.16,197054.88,142185.26,13246.26,77131.1,202075.12
1970-71,241824.92,196947.56,142255.12,13253.12,77180.2,202219.44
1970-71,241732.68,196840.24,142324.98,13259.98,77229.3,202363.76
1970-71,241640.44,196732.92,142394.84,13266.84,77278.4,202508.08
1970-71,241548.2,196625.6,142464.7,13273.7,77327.5,202652.4
1970-71,241455.96,196518.28,142534.56,13280.56,77376.6,202796.72
1970-71,241363.72,196410.96,142604.42,13287.42,77425.7,202941.04
1970-71,241271.48,196303.64,142674.28,13294.28,77474.8,203085.36
1970-71,241179.24,196196.32,142744.14,13301.14,77523.9,203229.68
1971-72,241087.0,196089.0,142814.0,13308.0,77573.0,203374.0
1971-72,241087.0,196089.0,142814.0,13308.0,77573.0,203374.0
1971-72,240845.02,195868.32,142917.94,13323.72,77633.82,203493.58
1971-72,240603.04,195647.64,143021.88,13339.44,77694.64,203613.16
1971-72,240361.06,195426.96,143125.82,13355.16,77755.46,203732.74
1971-72,240119.08,195206.28,143229.76,13370.88,77816.28,203852.32
1971-72,239877.1,194985.6,143333.7,13386.6,77877.1,203971.9
1971-72,239635.12,194764.92,143437.64,13402.32,77937.92,204091.48
1971-72,239393.14,194544.24,143541.58,13418.04,77998.74,204211.06
1971-72,239151.16,194323.56,143645.52,13433.76,78059.56,204330.64
1971-72,238909.18,194102.88,143749.46,13449.48,78120.38,204450.22
1971-72,238667.2,193882.2,143853.4,13465.2,78181.2,204569.8
1971-72,238425.22,193661.52,143957.34,13480.92,78242.02,204689.38
1971-72,238183.24,193440.84,144061.28,13496.64,78302.84,204808.96
1971-72,237941.26,193220.16,144165.22,13512.36,78363.66,204928.54
1971-72,237699.28,192999.48,144269.16,13528.08,78424.48,205048.12
1971-72,237457.3,192778.8,144373.1,13543.8,78485.3,205167.7
1971-72,237215.32,192558.12,144477.04,13559.52,78546.12,205287.28
1971-72,236973.34,192337.44,144580.98,13575.24,78606.94,205406.86
1971-72,236731.36,192116.76,144684.92,13590.96,78667.76,205526.44
1971-72,236489.38,191896.08,144788.86,13606.68,78728.58,205646.02
1971-72,236247.4,191675.4,144892.8,13622.4,78789.4,205765.6
1971-72,236005.42,191454.72,144996.74,13638.12,78850.22,205885.18
1971-72,235763.44,191234.04,145100.68,13653.84,78911.04,206004.76
1971-72,235521.46,191013.36,145204.62,13669.56,78971.86,206124.34
1971-72,235279.48,190792.68,145308.56,13685.28,79032.68,206243.92
1971-72,235037.5,190572.0,145412.5,13701.0,79093.5,206363.5
1971-72,234795.52,190351.32,145516.44,13716.72,79154.32,206483.08
1971-72,234553.54,190130.64,145620.38,13732.44,79215.14,206602.66
1971-72,234311.56,189909.96,145724.32,13748.16,79275.96,206722.24
1971-72,234069.58,189689.28,145828.26,13763.88,79336.78,206841.82
1971-72,233827.6,189468.6,145932.2,13779.6,79397.6,206961.4
1971-72,233585.62,189247.92,146036.14,13795.32,79458.42,207080.98
1971-72,233343.64,189027.24,146140.08,13811.04,79519.24,207200.56
1971-72,233101.66,188806.56,146244.02,13826.76,79580.06,207320.14
1971-72,232859.68,188585.88,146347.96,13842.48,79640.88,207439.72
1971-72,232617.7,188365.2,146451.9,13858.2,79701.7,207559.3
1971-72,232375.72,188144.52,146555.84,13873.92,79762.52,207678.88
1971-72,232133.74,187923.84,146659.78,13889.64,79823.34,207798.46
1971-72,231891.76,187703.16,146763.72,13905.36,79884.16,207918.04
1971-72,231649.78,187482.48,146867.66,13921.08,79944.98,208037.62
1971-72,231407.8,187261.8,146971.6,13936.8,80005.8,208157.2
1971-72,231165.82,187041.12,147075.54,13952.52,80066.62,208276.78
1971-72,230923.84,186820.44,147179.48,13968.24,80127.44,208396.36
1971-72,230681.86,186599.76,147283.42,13983.96,80188.26,208515.94
1971-72,230439.88,186379.08,147387.36,13999.68,80249.08,208635.52
1971-72,230197.9,186158.4,147491.3,14015.4,80309.9,208755.1
1971-72,229955.92,185937.72,147595.24,14031.12,80370.72,208874.68
1971-72,229713.94,185717.04,147699.18,14046.84,80431.54,208994.26
1971-72,229471.96,185496.36,147803.12,14062.56,80492.36,209113.84
1971-72,229229.98,185275.68,147907.06,14078.28,80553.18,209233.42
1972-73,228988.0,185055.0,148011.0,14094.0,80614.0,209353.0
1972-73,228988.0,185055.0,148011.0,14094.0,80614.0,209353.0
1972-73,229317.82,185366.86,148029.18,14097.54,80685.74,209489.2
1972-73,229647.64,185678.72,148047.36,14101.08,80757.48,209625.4
1972-73,229977.46,185990.58,148065.54,14104.62,80829.22,209761.6
1972-73,230307.28,186302.44,148083.72,14108.16,80900.96,209897.8
1972-73,230637.1,186614.3,148101.9,14111.7,80972.7,210034.0
1972-73,230966.92,186926.16,148120.08,14115.24,81044.44,210170.2
1972-73,231296.74,187238.02,148138.26,14118.78,81116.18,210306.4
1972-73,231626.56,187549.88,148156.44,14122.32,81187.92,210442.6
1972-73,231956.38,187861.74,148174.62,14125.86,81259.66,210578.8
1972-73,232286.2,188173.6,148192.8,14129.4,81331.4,210715.0
1972-73,232616.02,188485.46,148210.98,14132.94,81403.14,210851.2
1972-73,232945.84,188797.32,148229.16,14136.48,81474.88,210987.4
1972-73,233275.66,189109.18,148247.34,14140.02,81546.62,211123.6
1972-73,233605.48,189421.04,148265.52,14143.56,81618.36,211259.8
1972-73,233935.3,189732.9,148283.7,14147.1,81690.1,211396.0
1972-73,234265.12,190044.76,148301.88,14150.64,81761.84,211532.2
1972-73,234594.94,190356.62,148320.06,14154.18,81833.58,211668.4
1972-73,234924.76,190668.48,148338.24,14157.72,81905.32,211804.6
1972-73,235254.58,190980.34,148356.42,14161.26,81977.06,211940.8
1972-73,235584.4,191292.2,148374.6,14164.8,82048.8,212077.0
1972-73,235914.22,191604.06,148392.78,14168.34,82120.54,212213.2
1972-73,236244.04,191915.92,148410.96,14171.88,82192.28,212349.4
1972-73,236573.86,192227.78,148429.14,14175.42,82264.02,212485.6
1972-73,236903.68,192539.64,148447.32,14178.96,82335.76,212621.8
1972-73,237233.5,192851.5,148465.5,14182.5,82407.5,212758.0
1972-73,237563.32,193163.36,148483.68,14186.04,82479.24,212894.2
1972-73,237893.14,193475.22,148501.86,14189.58,82550.98,213030.4
1972-73,238222.96,193787.08,148520.04,14193.12,82622.72,213166.6
1972-73,238552.78,194098.94,148538.22,14196.66,82694.46,213302.8
1972-73,238882.6,194410.8,148556.4,14200.2,82766.2,213439.0
1972-73,239212.42,194722.66,148574.58,14203.74,82837.94,213575.2
1972-73,239542.24,195034.52,148592.76,14207.28,82909.68,213711.4
1972-73,239872.06,195346.38,148610.94,14210.82,82981.42,213847.6
1972-73,240201.88,195658.24,148629.12,14214.36,83053.16,213983.8
1972-73,240531.7,195970.1,148647.3,14217.9,83124.9,214120.0
1972-73,240861.52,196281.96,148665.48,14221.44,83196.64,214256.2
1972-73,241191.34,196593.82,148683.66,14224.98,83268.38,214392.4
1972-73,241521.16,196905.68,148701.84,14228.52,83340.12,214528.6
1972-73,241850.98,197217.54,148720.02,14232.06,83411.86,214664.8
1972-73,242180.8,197529.4,148738.2,14235.6,83483.6,214801.0
1972-73,242510.62,197841.26,148756.38,14239.14,83555.34,214937.2
1972-73,242840.44,198153.12,148774.56,14242.68,83627.08,215073.4
1972-73,243170.26,198464.98,148792.74,14246.22,83698.82,215209.6
1972-73,243500.08,198776.84,148810.92,14249.76,83770.56,215345.8
1972-73,243829.9,199088.7,148829.1,14253.3,83842.3,215482.0
1972-73,244159.72,199400.56,148847.28,14256.84,83914.04,215618.2
1972-73,244489.54,199712.42,148865.46,14260.38,83985.78,215754.4
1972-73,244819.36,200024.28,148883.64,14263.92,84057.52,215890.6
1972-73,245149.18,200336.14,148901.82,14267.46,84129.26,216026.8
1973-74,245479.0,200648.0,148920.0,14271.0,84201.0,216163.0
1973-74,245479.0,200648.0,148920.0,14271.0,84201.0,216163.0
